time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-10 00:00:00+00:00,6,3,9.0,2.0
2025-06-11 00:00:00+00:00,33,14,23.0,3.0
2025-06-12 00:00:00+00:00,12,10,14.0,2.0
2025-06-13 00:00:00+00:00,25,9,6.0,1.0
2025-06-14 00:00:00+00:00,27,3,7.0,1.0
2025-06-15 00:00:00+00:00,39,20,4.0,2.0
2025-06-16 00:00:00+00:00,19,8,20.0,2.0
2025-06-17 00:00:00+00:00,5,3,11.0,2.0
2025-06-18 00:00:00+00:00,15,10,3.0,1.0
2025-06-19 00:00:00+00:00,5,2,15.0,3.0
2025-06-20 00:00:00+00:00,13,6,,
2025-06-21 00:00:00+00:00,16,7,6.0,1.0
2025-06-22 00:00:00+00:00,14,9,1.0,1.0
2025-06-23 00:00:00+00:00,30,7,,
